24th,14
marriages,5
talking,52
sometimes,72
6,214
bring,122
newly,11
wedded,4
couples,1
family,76
pay,10
lotus,31
feet,151
blesses,2
wonted,1
gracious,14
smile,92
interest,14
various,138
observe,11
same,459
amusement,3
our,402
elders,19
show,65
witnessed,5
dolls,6
childhood,9
prabhavati,4
got,348
married,31
long,249
must,444
two,376
years,182
staying,65
girl,25
maharashtra,2
looking,169
cultured,3
wanted,155
bhakta,31
devotee,396
saint,44
meerabai,1
sing,38
dance,17
marry,9
don,1
garments,1
behave,5
naughty,4
child,113
knew,67
naughtiness,1
leave,97
until,69
last,191
get,400
immediately,100
bride,5
bridegroom,3
wedding,2
attire,1
relatives,21
fruits,43
flowers,58
bowed,24
stay,140
three,258
oclock,69
husband,50
seeking,12
blessings,29
leaving,57
set,48
home,96
husbands,6
squirrels,30
playing,20
sofa,83
peacocks,15
wandering,20
outside,66
people,744
calm,14
quiet,79
young,129
man,359
awe,1
respect,23
stood,59
waiting,27
doorway,12
downcast,3
looks,47
bubbling,1
shyness,2
tearful,1
beloved,6
permission,68
looked,141
shakuntala,1
trying,48
tear,3
herself,38
away,475
kanva,3
nodded,24
head,159
token,2
no,863
sooner,13
had,1461
crossed,8
threshold,1
than,191
7,210
remarked,114
chapter,31
krishnavatar,1
bhagavata,7
copied,29
sundaresa,18
iyer,151
delight,4
next,123
comes,132
come,690
arms,17
meanwhile,36
throated,1
song,95
sweet,15
kokila,1
circumambulation,5
evidently,6
moved,29
rishi,2
himself,305
hymn,5
mukundamala,1
filled,35
went,623
again,235
prostrated,77
saw,167
returned,114
consider,20
exaggeration,7
may,340
stories,32
puranas,10
re,4
enacted,4
now,503
25th,12
skandasramam,83
tomorrow,22
auspicious,15
fixed,30
go,706
hold,44
feast,25
residing,12
around,94
busy,13
whole,174
making,60
fuss,8
arrangements,33
trip,10
dignified,10
unconcerned,8
pack,2
worry,55
kamandalu,3
water,217
bowl,7
karra,2
walking,54
stick,31
kaupeena,1
loincloth,4
towel,33
moment,50
thinks,23
ready,35
start,41
sankaracharya,14
described,48
sages,6
kaupeenavantah,1
khalu,2
bhagyavantah,2
wears,2
verily,2
richest,1
programme,20
paraphernalia,6
drama,4
stage,75
benefit,38
others,286
does,340
really,110
need,98
abundant,2
mercy,9
midst,14
bound,36
mere,62
wish,28
freely,22
crossing,6
seven,34
seas,2
special,35
luck,7
tomorrows,2
happenings,10
26th,14
service,55
sage,22
early,77
veda,38
parayana,74
everyone,46
terribly,7
kitchen,23
presented,28
picturesque,1
appearance,11
some,1081
cooking,41
cleaning,4
giving,123
orders,17
another,316
puliyodara,3
dadhyonnam,3
pongal,14
vadai,5
chips,2
puries,1
kootu,1
ever,64
eatables,8
baskets,3
sent,178
appear,63
wink,1
sleep,233
night,260
person,196
trouble,76
reported,35
celebration,7
annual,8
indra,9
yajnam,1
shepherds,1
instead,80
arranged,47
worship,79
govardhana,1
itself,205
series,5
ramana,178
vana,5
samaradhana,1
amala,1
tree,111
garden,18
month,69
karthika,4
9,225
bath,45
breakfast,22
accompanied,18
rangaswami,15
nandi,6
leading,18
own,280
without,337
least,40
inconvenience,7
proceeded,15
groups,7
aunt,11
alamelu,12
myself,113
followed,21
women,34
destination,9
late,42
surrounded,10
seated,83
comfortably,10
pleasant,12
shade,10
trees,24
front,71
building,13
showed,86
rishiasramam,1
generally,27
badarikasramam,2
harivamsam,1
latter,22
direct,22
provided,5
visual,1
its,256
coming,155
rocky,1
fountain,1
resembling,1
sandhyarghya,1
jalam,1
oblations,3
dawn,6
dusk,1
samyameswara,1
warblings,1
melodious,1
notes,13
birds,14
sounding,3
musical,4
hymns,17
sama,8
sung,22
rishikumaras,1
sons,9
seers,1
apart,28
sadhakas,10
sannyasins,2
lawyers,3
doctors,30
engineers,2
artists,1
newspaper,8
correspondents,1
poets,6
songsters,1
arrived,81
madras,77
pondicherry,11
villupuram,2
men,59
distinction,5
high,25
low,12
squatted,5
ground,34
arunagiri,11
abounding,1
mineral,1
wealth,13
served,38
precious,7
jewelled,1
throne,8
clouds,4
adorning,1
sky,15
purpose,57
sveta,1
chhatram,1
white,26
umbrella,5
grove,5
branches,10
acted,2
vensamarams,1
fans,12
deity,18
shone,4
glory,6
emperor,22
crowned,1
10,91
prakritikanta,1
nature,105
personified,1
waved,6
agreeable,1
rays,10
sun,49
draw,17
picture,40
maharshi,31
serene,2
source,75
pervades,1
corners,2
gentle,7
cool,14
simply,33
rained,3
statues,2
consciousness,53
photographers,3
attended,12
job,18
m,245
daily,61
below,43
mails,1
newspapers,7
etc,131
gone,117
through,213
maharajas,1
durbar,8
increased,9
wind,12
blew,3
heavily,6
shawl,16
covered,24
except,65
posture,10
alagamma,8
opinion,31
scene,15
photographed,2
preached,3
gurosthu,2
mouna,28
vyakhyanam,2
guru,219
explaining,30
certainly,19
pure,46
hearted,4
souls,26
become,133
chhinna,1
samsayah,1
cleared,11
doubts,49
case,64
mind,613
ran,36
preparations,15
lunch,16
question,222
whether,221
left,241
behind,65
doubt,60
solved,8
forenoon,2
brethren,1
wished,8
arrange,13
delicacies,3
separately,9
comfortable,9
agree,33
table,12
feasted,2
verandah,24
iron,11
grating,3
enclosure,1
first,367
distance,40
few,123
minutes,46
adjacent,7
room,80
window,26
opposite,52
telling,64
short,31
past,65
life,230
mountain,28
arrival,44
construction,16
supply,13
provisions,5
rule,15
monkey,29
kingdom,21
peacock,29
dances,3
association,10
serpents,4
leopards,2
discourse,15
greeted,1
new,92
entrant,1
poet,29
naganarya,2
enquiring,27
turning,43
observed,18
replied,318
something,206
recalled,6
fixing,4
resplendent,4
nirvana,3
mortal,8
frame,1
made,276
sit,141
still,129
mark,16
visible,22
samadhi,107
light,129
seen,141
enchanting,1
entered,56
note,27
venu,1
flute,5
worth,15
heard,160
hearing,88
glorious,4
today,113
kapila,1
liberated,8
devayani,1
initiating,2
reality,121
dhruva,1
sunita,1
path,91
salvation,25
turn,51
vouchsafed,2
eternal,14
empire,17
freedom,13
bliss,82
revered,3
highest,14
honour,15
installing,1
mathrubhuteswara,7
lingam,19
permanently,10
extolled,1
world,367
mouth,39
overcome,14
ecstasy,16
sounded,3
uttered,6
daughter,37
always,257
woman,52
perfect,11
form,148
creation,30
residents,6
agnihotra,1
fire,57
instituted,1
fills,3
bellies,1
thousands,10
12,47
turned,74
photo,55
disappointed,15
finding,29
none,45
silently,10
within,118
o,43
womanhood,1
general,15
blessed,17
kinds,24
half,57
hour,45
ate,34
puri,8
koottu,1
helping,6
ourselves,44
off,89
attendants,106
slowly,22
foot,47
west,8
routine,10
$qe,1
qe>,1
jtqteq,1
yjt+>e#t,1
qh,1
$qte,1
jtqt|et,1
e,147
etvet\t,1
eqe,1
&,7
#|>,1
exyt,1
hh,1
powers,26
mahatma,39
listen,37
transcribed,2
true,131
perspective,2
possible,100
brahma,68
27th,14
nikshepam,1
treasure,12
opened,58
yesterdays,9
letter,164
march,15
undoubtedly,4
happy,60
thinking,97
strike,9
vinnakota,3
venkataratnam,30
writes,15
satisfies,1
hunger,17
sends,1
allows,1
realisation,81
behaves,3
13,4
attached,16
non,36
having,158
shown,46
cares,8
enquire,49
further,81
seem,25
topic,21
feeding,25
commanded,1
disperse,1
notice,40
overjoyed,15
upset,7
losing,4
real,232
hidden,9
somewhere,67
allowing,2
trace,10
find,238
forgetful,1
object,43
administering,2
intoxicants,1
fault,15
lies,13
kind,38
required,83
variety,7
ekarasa,1
second,45
gives,46
murmur,1
want,189
yearn,2
genuine,3
feed,17
everlasting,4
ocean,45
sympathy,5
didnt,20
thereby,24
kept,125
safely,4
house,162
actions,48
fixes,2
becomes,78
unaware,3
bestows,2
acquire,10
requisite,3
merit,8
gifts,4
according,104
ones,136
deserts,1
seed,10
soil,2
sown,2
possess,2
among,47
bestower,1
attain,91
reason,56
incompetence,1
14,9
28th,17
atma,80
swarupa,41
seva,1
months,44
personal,33
massaging,31
legs,89
medicated,9
oil,19
relieve,5
rheumatic,5
pain,84
zealous,1
attention,36
resulted,4
upsetting,2
tolerate,6
considerate,3
emphatically,5
casual,4
wait,27
massage,6
too,168
punyam,2
removed,35
hands,134
much,184
amused,15
desire,96
might,122
lurking,1
touch,35
perform,35
pranam,2
salutation,6
completely,53
obliterated,2
charm,2
wants,39
delicate,4
hint,6
take,280
retired,11
judge,16
ripe,15
age,51
swamiji,24
share,18
oh,129
vai,1
guruhu,1
70,3
enough,139
onwards,32
serve,45
yourself,115
remain,97
think,137
greater,26
upadesa,45
15,21
try,69
else,174
depend,7
upon,81
29th,12
samatvam,2
equality,13
believe,53
ramachandra,47
rao,95
ayurvedic,8
physician,2
preparing,13
medicine,46
give,400
strength,43
list,8
necessary,98
herbs,7
ingredients,5
readily,9
obey,3
instructions,31
praised,7
efficacy,4
drugs,2
finally,43
whom,76
quietly,42
money,42
cost,9
rs,6
10/,1
approach,10
someone,129
property,12
whose,44
quarter,13
anna,3
soon,147
bell,16
rings,4
refused,15
poor,80
trembled,3
fear,56
folded,32
16,10
necessarily,13
well,143
physical,28
work,237
dont,171
tonic,5
sits,18
eats,23
cant,40
dr,111
srinivasa,30
told,522
allopathic,3
right,204
rich,22
mendicant,6
costly,13
doctor,51
declines,2
agrees,3
wont,45
forthcoming,4
medicines,19
nutritious,2
milk,65
fruit,73
almonds,3
daridranarayana,1
destitute,1
afford,4
besides,29
single,25
individual,20
mine,41
large,19
dislikes,4
brings,7
distributes,2
amongst,53
feel,141
hurt,9
distributed,17
direction,12
step,26
allow,30
pass,24
farther,10
fortunate,17
imbibe,1
thousandth,2
part,62
spirit,14
renunciation,21
17,12
dull,5
witted,2
ideas,11
preferential,1
treatment,34
excuses,2
deal,20
forbearance,1
disgusted,12
upper,11
swamitvam,8
admonition,2
30th,18
worldly,34
troubles,36
couple,14
guntur,4
visiting,23
stayed,68
gentleman,50
stretch,12
perhaps,73
blame,4
wife,85
approached,52
bear,38
elapsed,4
lot,45
attend,27
refuses,4
persuade,4
jocularly,6
forsaking,1
fly,6
earth,28
wherever,31
18,9
big,136
hundred,24
times,112
bigger,7
yours,13
smiles,5
floor,28
matter,109
free,60
bonds,8
burden,23
humorously,11
talks,11
habit,12
leg,14
stomach,24
eyesight,14
bad,56
cannot,164
relief,16
aback,7
1st,19
december,29
meant,75
samsara,17
middle,33
aged,10
andhra,33
recently,87
repeat,12
namam,8
regularly,10
evening,155
thoughts,94
increase,7
ultimately,39
forgotten,16
japam,13
19,9
catch,15
laughed,43
felt,202
grieved,17
reasons,4
interruption,3
therefore,120
abandoning,3
done,225
reply,106
crestfallen,4
compassion,24
tender,11
supposing,8
sannyasa,22
existence,88
shape,53
means,247
nothing,240
mustered,1
courage,12
train,16
fact,102
remind,6
frequently,24
decrease,4
nam,24
repeating,35
stages,10
prescribed,17
%mstvamndt>,1
icj<,1
jpxyanmumm,1
20,49
better,71
motion,3
aloud,13
best,82
dhyanam,5
saram,24
verse,165
2nd,14
youth,38
moksha,46
deliverance,28
anxious,28
thereto,1
sorts,38
books,158
vedanta,27
each,106
visited,31
number,100
learned,31
recommended,4
puzzled,2
waited,13
depressed,8
appealingly,1
gentlemen,3
hope,19
regard,46
expenses,3
discomfort,4
ardent,4
fair,13
huge,23
joke,4
thereupon,133
sir,38
most,60
enquiry,97
easiest,7
investigate,4
21,5
pursue,3
indicates,3
truth,90
speaking,41
vein,9
placed,83
astonished,6
interpretation,5
teachings,18
either,57
humorous,5
consolation,4
hardly,13
afraid,69
falling,15
muddles,1
yet,65
freed,10
realise,79
worries,9
3rd,14
ahetuka,4
motiveless,1
august,31
1944,15
coloured,9
chinmayananda,1
pracharak,1
preacher,1
religion,8
belonging,3
birla,1
mandir,2
delhi,4
countries,8
aurobindo,10
dilip,10
kumar,7
roy,21
fond,14
devotional,8
fine,13
22,36
clear,41
conversation,67
follower,3
cult,3
chaitanya,8
bhajan,31
four,118
five,105
singing,48
songs,135
sanskrit,80
hindi,13
charge,18
modern,3
adhyatmic,1
institution,1
reach,46
goal,33
unless,65
undisturbed,2
absorbed,36
praise,49
concentrated,16
wanders,4
use,136
keeping,32
allowed,21
wander,12
motive,2
prahlada,1
example,31
type,13
darshan,79
surrendered,15
ordered,15
bhava,23
seventh,4
stanza,78
navamani,1
mala,5
written,241
tamil,194
g,96
narasinga,5
indicated,10
23,35
tells,14
ananya,4
poorna,1
synonymous,1
12th,18
conventional,2
conversations,3
live,70
manner,59
periods,2
address,18
beasts,2
respectful,4
speech,27
occurred,32
hurtful,1
practice,60
addressing,25
familiar,12
habitual,1
uncomfortable,2
changing,8
bodily,20
relinquished,1
desires,72
hastened,4
reigns,2
enormous,7
fortune,17
privilege,10
called,205
amma,9
vedas,25
holds,4
claim,12
mathru,3
devo,1
unnatural,2
24,9
addressed,17
satisfied,54
ought,12
wound,11
feelings,18
small,111
passed,83
thought,271
escaped,10
bondage,44
move,41
solitude,7
speaks,9
repaired,6
noon,358
attendant,37
intending,2
return,66
wild,6
excitement,5
difficulty,21
managed,21
crowd,17
p,174
fortnight,5
later,140
labourers,4
finished,62
constructing,2
begged,13
expressed,34
keen,11
cajoled,3
picnic,2
walk,50
slipped,4
became,94
known,148
alike,14
torches,3
lanterns,2
regardless,2
approaching,13
darkness,20
ways,29
reaching,12
resist,2
temptation,1
25,68
change,22
cajole,3
minds,32
tendencies,8
reasserted,1
themselves,86
tried,70
control,60
actually,35
regular,14
manage,13
wonderful,10
controlling,10
detached,4
profound,7
peace,109
beyond,46
power,39
master,27
echammas,7
demise,5
thursday,5
45,346
echamma,30
attained,41
union,4
almighty,3
gratified,2
sorrowful,1
news,39
residence,6
loved,7
dead,31
cremation,6
26,64
sickness,11
firm,12
rock,18
fragile,1
shellac,1
clothes,27
guests,7
unable,57
drinking,16
lay,22
details,20
related,51
niece,7
drink,15
remained,51
bedridden,2
condition,29
serious,10
telegrams,1
almost,39
unconscious,9
open,69
slightly,10
anyone,54
test,19
conscious,27
exclamation,2
cast,12
questioning,11
disturb,8
approval,14
vrita,1
deeksha,2
strict,2
observance,1
vow,7
forget,20
kainkarya,1
throes,4
incoherent,1
sounds,7
glazed,1
pangs,2
examined,7
declared,11
jeevaprayaschitham,1
rites,6
suffering,28
breathing,12
easier,8
feebler,1
27,6
illness,9
starting,10
sad,16
overpowered,6
grief,36
undimmed,1
powerful,17
sole,6
support,10
against,51
changed,29
unwell,1
accordance,27
previous,50
bathed,10
smeared,10
rudraksha,1
beads,3
final,21
journey,12
decided,51
cremated,8
buried,11
die,24
village,49
erected,15
tulsi,2
plant,3
sastri,94
consoling,3
quite,69
stop,57
adamant,5
mudaliar,33
angry,21
subject,31
earthly,1
thirty,17
eight,43
talisman,1
worshipped,42
end,106
interesting,23
bow,7
motionless,15
padmasana,11
deeply,14
immersed,16
dhyana,50
hanging,7
loose,5
glowing,6
celestial,3
lustre,17
universe,37
closer,6
longer,36
stand,30
glare,2
significance,24
meditative,1
meals,22
subsequent,5
bedside,3
bhikshu,12
friend,46
enquired,63
radiant,10
distant,6
unusual,10
wondered,11
subsequently,60
found,232
communicated,2
agony,8
ceased,17
peaceful,9
release,8
assumed,19
superb,2
bhiksha,29
reminiscent,6
mood,11
gopura,3
subrahmanyeswara,2
temple,277
silent,69
sadhu,41
thousand,28
pillared,8
mandapam,19
greetings,2
midday,9
signs,10
mean,84
appears,70
tired,25
accordingly,55
boiled,7
rice,73
grain,6
sized,1
sour,4
underneath,8
bit,20
pickle,2
arunachaleswara,17
iota,1
pleasure,24
sweets,23
pancha,4
bhakshya,1
paramanna,1
compared,14
drank,12
happiness,77
town,72
sadhus,5
pressed,15
dine,2
signalled,2
begging,22
gods,53
join,14
escape,14
street,18
standing,50
clapped,4
already,136
recognized,3
fed,14
sumptuously,3
muthamma,1
31st,3
ignorant,7
traveller,2
satra,1
bhojanam,1
matha,2
nidra,2
eating,70
choultries,2
sleeping,45
mutts,3
elsewhere,18
enjoying,14
hesitation,5
humble,9
tones,1
tempted,3
mukti,44
endearingly,1
smiling,18
31,3
pleased,58
questioner,69
sufficient,13
ego,103
develop,3
knows,59
isnt,33
gain,17
understood,33
essence,8
bhagawathvani,1
echoing,1
hearts,14
mantraksharas,1
gospel,2
january,53
1946,72
snakes,8
living,131
roar,9
leopard,8
available,32
nearby,45
scared,4
plates,7
drums,2
order,28
noise,14
drive,24
frightened,9
admonishing,2
tone,18
intimated,1
meddled,1
affairs,14
animals,35
intention,13
relieving,2
fears,4
added,105
siddha,22
purushas,5
beings,50
assuming,8
shapes,4
announcing,3
announces,1
departure,3
ease,2
friendly,3
snake,24
crawled,1
climbed,7
friendliness,1
crawl,6
tickled,1
withdrew,4
accord,33
speechless,1
appeal,10
jagadiswara,2
havent,11
dog,32
particularly,11
intelligent,8
behaved,6
prevent,19
entering,10
entrusted,9
somebody,61
search,43
halls,1
places,98
frequent,9
fruitless,2
efforts,19
staring,3
fixedly,1
row,10
krishnaswami,51
send,52
threats,1
vain,8
wouldnt,7
diverted,5
hubbub,1
language,34
worried,19
completed,23
34,3
returning,39
answered,21
punished,7
cane,6
locked,9
straight,27
complain,12
admonished,3
complained,11
admitted,6
cajoling,1
liberty,6
active,8
mischievous,4
fellow,19
otherwise,51
occupied,4
delayed,3
held,23
because,231
anger,21
delay,10
abruptly,1
finger,14
offer,34
creature,3
35,8
forgiveness,3
crawling,4
hither,2
thither,3
nuts,20
sill,2
help,124
pretended,7
indifferent,14
jump,5
climb,13
shoulders,2
attract,2
forgive,6
mischief,3
biting,5
refusal,3
pushed,1
bite,2
punishment,9
obstinacy,2
admit,15
defeat,2
pertinacity,1
together,68
gang,2
nest,8
roof,9
exactly,54
above,110
squeezing,2
beam,3
bits,16
string,4
coconut,9
fibre,2
fall,27
build,8
driving,5
depth,3
36,3
members,7
grew,10
liked,20
hide,5
pillow,13
reclined,3
crushed,1
madhava,15
drove,1
sealed,3
nailing,1
wooden,17
boards,1
lots,3
cared,6
4th,13
dharma,18
dharmasukshma,1
occasionally,9
prasad,24
consisting,5
kumkum,12
vermilion,8
tiruchendur,3
rameswaram,7
accepts,6
greatest,12
reverence,9
subrahmanya,18
meenakshi,11
ramalingeswara,1
ganga,5
gouthami,2
cauvery,2
krishnaveni,1
puzzle,1
embodiment,24
origin,17
37,2
thirthas,5
shining,15
abode,12
foolish,4
mad,13
sea,10
sagara,6
thirtha,3
accepted,24
upto,3
rivers,10
suddenly,47
remembered,26
lore,2
stated,112
samudras,1
devatas,8
respects,2
hyperboles,1
stones,31
desiring,2
bhaktas,6
occur,19
immediate,10
inner,12
sukshma,10
underlying,2
principle,7
interpreted,3
accepting,6
prasadas,5
belong,11
class,19
siddhas,12
forms,25
38,2
8th,19
noticed,40
suppressing,2
burst,9
laughing,34
subbalakshmamma,2
thread,28
renounce,5
remains,77
39,2
require,26
sadhana,94
rid,52
maharatnamala,1
vasnatanv<,1
mae,2
#tyixiyte,1
complete,45
destruction,15
vasanas,34
brahmam,5
16th,11
cow,44
animal,13
cows,13
mattu,3
country,30
domestic,7
decorated,19
varieties,11
prepared,44
garlands,22
puja,80
drawing,8
ornamental,3
lines,18
lime,13
powder,21
tying,4
plantain,8
pillars,3
green,20
leaves,73
bathing,14
placing,17
tilakam,1
marks,6
foreheads,2
necks,1
chanting,15
mantras,18
breaking,6
queen,11
turmeric,8
adorned,3
neck,21
horns,6
hung,7
40,6
roses,2
edibles,3
bananas,2
sugarcane,4
pieces,12
kernels,2
garland,16
savoury,2
preparation,9
murukku,1
niranjananandaswami,4
justifiable,1
mamool,1
yearly,1
custom,13
kamadhenu,2
extremely,14
shower,8
chair,10
beautiful,15
decorations,5
chanted,5
vedic,14
na,5
karmana,3
led,26
group,29
tossing,2
graceful,1
patting,3
steady,16
closed,48
absolutely,12
trance,10
photographer,6
photos,16
appreciate,1
fully,25
repalle,1
spectacle,1
41,4
vaivartha,1
paramatma,20
radha,4
prakriti,12
theory,9
purusha,16
inseparable,2
pair,7
bent,7
sparkling,1
foam,3
waves,10
ananda,54
compassionate,7
herd,2
surprise,16
resting,8
toes,1
exquisitely,1
oblivious,1
transcendental,1
caused,9
human,53
congregation,1
overlords,1
laugh,34
fantasies,1
lovely,1
blissful,6
contain,18
joy,40
42,3
17th,5
pigeons,10
september,42
october,15
bangalore,17
venkataswami,1
naidu,10
offering,30
protect,9
cats,2
cage,13
requested,78
lap,18
drew,11
dears,2
petted,2
moving,24
petting,2
nearly,12
wonder,26
yogis,4
result,51
punya,10
births,37
seat,35
bless,22
bestow,8
43,4
patted,3
cajolingly,2
safe,4
bhagavatham,6
hierarchy,2
gurus,25
yadu,1
samvadam,5
attachment,34
responsibility,8
decline,4
witness,15
strange,30
olden,10
bharatha,2
renounced,8
tapas,52
meditation,87
pet,5
deer,13
born,93
sastras,25
bharatham,1
balance,6
karma,80
saints,27
fallen,9
austerity,6
impossible,22
ordinary,41
canto,5
v,102
bharatavarsha,1
hari,9
avatar,16
precepts,4
guidance,6
illustration,23
44,5
18th,11
baby,5
cheetahs,3
rearing,2
fondled,2
welcome,4
slept,17
soundly,5
thereon,10
confined,6
cubs,4
position,13
woke,17
till,94
cheetah,4
published,41
sunday,13
happily,7
induced,3
sparrows,2
broken,7
enmity,1
similar,50
previously,13
record,17
edition,21
pachiamman,13
koil,15
tiger,24
iyengar,9
answer,83
calls,21
bush,18
shouting,11
mild,14
shook,8
terror,3
getting,83
involuntarily,11
running,17
gasping,1
breath,58
top,21
met,28
fright,2
imploringly,1
ayyo,5
close,44
doors,20
nowhere,5
pointing,16
shed,45
assured,9
harmless,1
edge,4
tank,50
roamed,1
hiding,4
happen,64
relieved,10
threaten,2
attack,3
dispelled,4
46,1026
20th,21
medication,2
advised,25
containing,31
vitamins,2
ointment,4
guest,6
attentive,1
disease,30
disappear,33
establishment,5
mile,1
road,24
cure,22
diseases,8
diseased,3
possessed,3
crowds,18
magic,9
lockets,1
lighter,7
excellent,8
pains,14
massaged,11
anywhere,48
item,2
died,23
47,5
vitamin,3
injections,2
showing,17
yogi,31
enjoys,8
insane,1
conducts,4
jaundice,5
relish,14
dislike,1
ten,87
popcorns,1
patti,13
morsel,4
cooked,22
grains,1
mixing,2
popcorn,2
swallow,3
vratam,1
unimpaired,1
limit,11
benevolence,4
consideration,3
aggrieved,3
satisfaction,13
